Board;Tile;Is_Test_Set;GT_Crowns
board_32;tile_0_0;FALSE;2
board_32;tile_0_1;FALSE;3
board_32;tile_0_2;FALSE;0
board_32;tile_0_3;FALSE;1
board_32;tile_0_4;FALSE;0
board_32;tile_1_0;FALSE;0
board_32;tile_1_1;FALSE;2
board_32;tile_1_2;FALSE;0
board_32;tile_1_3;FALSE;0
board_32;tile_1_4;FALSE;0
board_32;tile_2_0;FALSE;0
board_32;tile_2_1;FALSE;0
board_32;tile_2_2;FALSE;1
board_32;tile_2_3;FALSE;0
board_32;tile_2_4;FALSE;0
board_32;tile_3_0;FALSE;2
board_32;tile_3_1;FALSE;1
board_32;tile_3_2;FALSE;0
board_32;tile_3_3;FALSE;0
board_32;tile_3_4;FALSE;0
board_32;tile_4_0;FALSE;0
board_32;tile_4_1;FALSE;0
board_32;tile_4_2;FALSE;0
board_32;tile_4_3;FALSE;0
board_32;tile_4_4;FALSE;1
board_33;tile_0_0;FALSE;2
board_33;tile_0_1;FALSE;0
board_33;tile_0_2;FALSE;1
board_33;tile_0_3;FALSE;0
board_33;tile_0_4;FALSE;1
board_33;tile_1_0;FALSE;0
board_33;tile_1_1;FALSE;1
board_33;tile_1_2;FALSE;0
board_33;tile_1_3;FALSE;0
board_33;tile_1_4;FALSE;0
board_33;tile_2_0;FALSE;1
board_33;tile_2_1;FALSE;0
board_33;tile_2_2;FALSE;0
board_33;tile_2_3;FALSE;0
board_33;tile_2_4;FALSE;0
board_33;tile_3_0;FALSE;1
board_33;tile_3_1;FALSE;0
board_33;tile_3_2;FALSE;0
board_33;tile_3_3;FALSE;0
board_33;tile_3_4;FALSE;0
board_33;tile_4_0;FALSE;1
board_33;tile_4_1;FALSE;0
board_33;tile_4_2;FALSE;0
board_33;tile_4_3;FALSE;0
board_33;tile_4_4;FALSE;0
board_34;tile_0_0;FALSE;0
board_34;tile_0_1;FALSE;0
board_34;tile_0_2;FALSE;0
board_34;tile_0_3;FALSE;0
board_34;tile_0_4;FALSE;0
board_34;tile_1_0;FALSE;2
board_34;tile_1_1;FALSE;0
board_34;tile_1_2;FALSE;0
board_34;tile_1_3;FALSE;0
board_34;tile_1_4;FALSE;1
board_34;tile_2_0;FALSE;0
board_34;tile_2_1;FALSE;2
board_34;tile_2_2;FALSE;0
board_34;tile_2_3;FALSE;0
board_34;tile_2_4;FALSE;0
board_34;tile_3_0;FALSE;2
board_34;tile_3_1;FALSE;0
board_34;tile_3_2;FALSE;0
board_34;tile_3_3;FALSE;1
board_34;tile_3_4;FALSE;1
board_34;tile_4_0;FALSE;0
board_34;tile_4_1;FALSE;0
board_34;tile_4_2;FALSE;0
board_34;tile_4_3;FALSE;1
board_34;tile_4_4;FALSE;0
board_35;tile_0_0;TRUE;1
board_35;tile_0_1;TRUE;0
board_35;tile_0_2;TRUE;0
board_35;tile_0_3;TRUE;0
board_35;tile_0_4;TRUE;0
board_35;tile_1_0;TRUE;0
board_35;tile_1_1;TRUE;1
board_35;tile_1_2;TRUE;0
board_35;tile_1_3;TRUE;1
board_35;tile_1_4;TRUE;0
board_35;tile_2_0;TRUE;0
board_35;tile_2_1;TRUE;0
board_35;tile_2_2;TRUE;0
board_35;tile_2_3;TRUE;0
board_35;tile_2_4;TRUE;0
board_35;tile_3_0;TRUE;0
board_35;tile_3_1;TRUE;0
board_35;tile_3_2;TRUE;1
board_35;tile_3_3;TRUE;0
board_35;tile_3_4;TRUE;0
board_35;tile_4_0;TRUE;3
board_35;tile_4_1;TRUE;2
board_35;tile_4_2;TRUE;0
board_35;tile_4_3;TRUE;2
board_35;tile_4_4;TRUE;0
board_36;tile_0_0;FALSE;0
board_36;tile_0_1;FALSE;1
board_36;tile_0_2;FALSE;0
board_36;tile_0_3;FALSE;0
board_36;tile_0_4;FALSE;1
board_36;tile_1_0;FALSE;1
board_36;tile_1_1;FALSE;0
board_36;tile_1_2;FALSE;0
board_36;tile_1_3;FALSE;0
board_36;tile_1_4;FALSE;0
board_36;tile_2_0;FALSE;0
board_36;tile_2_1;FALSE;1
board_36;tile_2_2;FALSE;0
board_36;tile_2_3;FALSE;1
board_36;tile_2_4;FALSE;0
board_36;tile_3_0;FALSE;0
board_36;tile_3_1;FALSE;1
board_36;tile_3_2;FALSE;1
board_36;tile_3_3;FALSE;0
board_36;tile_3_4;FALSE;0
board_36;tile_4_0;FALSE;0
board_36;tile_4_1;FALSE;0
board_36;tile_4_2;FALSE;0
board_36;tile_4_3;FALSE;2
board_36;tile_4_4;FALSE;0
board_37;tile_0_0;FALSE;2
board_37;tile_0_1;FALSE;0
board_37;tile_0_2;FALSE;1
board_37;tile_0_3;FALSE;0
board_37;tile_0_4;FALSE;1
board_37;tile_1_0;FALSE;0
board_37;tile_1_1;FALSE;1
board_37;tile_1_2;FALSE;0
board_37;tile_1_3;FALSE;0
board_37;tile_1_4;FALSE;0
board_37;tile_2_0;FALSE;1
board_37;tile_2_1;FALSE;0
board_37;tile_2_2;FALSE;0
board_37;tile_2_3;FALSE;0
board_37;tile_2_4;FALSE;0
board_37;tile_3_0;FALSE;1
board_37;tile_3_1;FALSE;0
board_37;tile_3_2;FALSE;0
board_37;tile_3_3;FALSE;0
board_37;tile_3_4;FALSE;0
board_37;tile_4_0;FALSE;1
board_37;tile_4_1;FALSE;0
board_37;tile_4_2;FALSE;0
board_37;tile_4_3;FALSE;0
board_37;tile_4_4;FALSE;0
board_38;tile_0_0;FALSE;0
board_38;tile_0_1;FALSE;0
board_38;tile_0_2;FALSE;0
board_38;tile_0_3;FALSE;0
board_38;tile_0_4;FALSE;0
board_38;tile_1_0;FALSE;2
board_38;tile_1_1;FALSE;0
board_38;tile_1_2;FALSE;0
board_38;tile_1_3;FALSE;0
board_38;tile_1_4;FALSE;1
board_38;tile_2_0;FALSE;0
board_38;tile_2_1;FALSE;2
board_38;tile_2_2;FALSE;0
board_38;tile_2_3;FALSE;0
board_38;tile_2_4;FALSE;0
board_38;tile_3_0;FALSE;2
board_38;tile_3_1;FALSE;0
board_38;tile_3_2;FALSE;0
board_38;tile_3_3;FALSE;1
board_38;tile_3_4;FALSE;1
board_38;tile_4_0;FALSE;0
board_38;tile_4_1;FALSE;0
board_38;tile_4_2;FALSE;0
board_38;tile_4_3;FALSE;1
board_38;tile_4_4;FALSE;0
board_39;tile_0_0;TRUE;1
board_39;tile_0_1;TRUE;0
board_39;tile_0_2;TRUE;0
board_39;tile_0_3;TRUE;0
board_39;tile_0_4;TRUE;0
board_39;tile_1_0;TRUE;0
board_39;tile_1_1;TRUE;1
board_39;tile_1_2;TRUE;0
board_39;tile_1_3;TRUE;1
board_39;tile_1_4;TRUE;0
board_39;tile_2_0;TRUE;0
board_39;tile_2_1;TRUE;0
board_39;tile_2_2;TRUE;0
board_39;tile_2_3;TRUE;0
board_39;tile_2_4;TRUE;0
board_39;tile_3_0;TRUE;0
board_39;tile_3_1;TRUE;0
board_39;tile_3_2;TRUE;1
board_39;tile_3_3;TRUE;0
board_39;tile_3_4;TRUE;0
board_39;tile_4_0;TRUE;3
board_39;tile_4_1;TRUE;2
board_39;tile_4_2;TRUE;0
board_39;tile_4_3;TRUE;2
board_39;tile_4_4;TRUE;0
board_40;tile_0_0;FALSE;0
board_40;tile_0_1;FALSE;1
board_40;tile_0_2;FALSE;0
board_40;tile_0_3;FALSE;0
board_40;tile_0_4;FALSE;1
board_40;tile_1_0;FALSE;1
board_40;tile_1_1;FALSE;0
board_40;tile_1_2;FALSE;0
board_40;tile_1_3;FALSE;0
board_40;tile_1_4;FALSE;0
board_40;tile_2_0;FALSE;0
board_40;tile_2_1;FALSE;1
board_40;tile_2_2;FALSE;0
board_40;tile_2_3;FALSE;1
board_40;tile_2_4;FALSE;0
board_40;tile_3_0;FALSE;0
board_40;tile_3_1;FALSE;1
board_40;tile_3_2;FALSE;1
board_40;tile_3_3;FALSE;0
board_40;tile_3_4;FALSE;0
board_40;tile_4_0;FALSE;0
board_40;tile_4_1;FALSE;0
board_40;tile_4_2;FALSE;0
board_40;tile_4_3;FALSE;2
board_40;tile_4_4;FALSE;0
board_41;tile_0_0;FALSE;0
board_41;tile_0_1;FALSE;0
board_41;tile_0_2;FALSE;1
board_41;tile_0_3;FALSE;0
board_41;tile_0_4;FALSE;1
board_41;tile_1_0;FALSE;2
board_41;tile_1_1;FALSE;0
board_41;tile_1_2;FALSE;0
board_41;tile_1_3;FALSE;0
board_41;tile_1_4;FALSE;0
board_41;tile_2_0;FALSE;0
board_41;tile_2_1;FALSE;1
board_41;tile_2_2;FALSE;0
board_41;tile_2_3;FALSE;0
board_41;tile_2_4;FALSE;0
board_41;tile_3_0;FALSE;2
board_41;tile_3_1;FALSE;0
board_41;tile_3_2;FALSE;0
board_41;tile_3_3;FALSE;1
board_41;tile_3_4;FALSE;0
board_41;tile_4_0;FALSE;3
board_41;tile_4_1;FALSE;0
board_41;tile_4_2;FALSE;0
board_41;tile_4_3;FALSE;0
board_41;tile_4_4;FALSE;0
board_42;tile_0_0;FALSE;1
board_42;tile_0_1;FALSE;0
board_42;tile_0_2;FALSE;0
board_42;tile_0_3;FALSE;0
board_42;tile_0_4;FALSE;0
board_42;tile_1_0;FALSE;0
board_42;tile_1_1;FALSE;0
board_42;tile_1_2;FALSE;1
board_42;tile_1_3;FALSE;0
board_42;tile_1_4;FALSE;0
board_42;tile_2_0;FALSE;0
board_42;tile_2_1;FALSE;1
board_42;tile_2_2;FALSE;0
board_42;tile_2_3;FALSE;0
board_42;tile_2_4;FALSE;0
board_42;tile_3_0;FALSE;0
board_42;tile_3_1;FALSE;1
board_42;tile_3_2;FALSE;0
board_42;tile_3_3;FALSE;1
board_42;tile_3_4;FALSE;2
board_42;tile_4_0;FALSE;0
board_42;tile_4_1;FALSE;0
board_42;tile_4_2;FALSE;0
board_42;tile_4_3;FALSE;1
board_42;tile_4_4;FALSE;0
board_43;tile_0_0;FALSE;1
board_43;tile_0_1;FALSE;0
board_43;tile_0_2;FALSE;0
board_43;tile_0_3;FALSE;1
board_43;tile_0_4;FALSE;1
board_43;tile_1_0;FALSE;0
board_43;tile_1_1;FALSE;0
board_43;tile_1_2;FALSE;0
board_43;tile_1_3;FALSE;1
board_43;tile_1_4;FALSE;0
board_43;tile_2_0;FALSE;0
board_43;tile_2_1;FALSE;1
board_43;tile_2_2;FALSE;0
board_43;tile_2_3;FALSE;0
board_43;tile_2_4;FALSE;1
board_43;tile_3_0;FALSE;2
board_43;tile_3_1;FALSE;0
board_43;tile_3_2;FALSE;1
board_43;tile_3_3;FALSE;0
board_43;tile_3_4;FALSE;0
board_43;tile_4_0;FALSE;0
board_43;tile_4_1;FALSE;2
board_43;tile_4_2;FALSE;0
board_43;tile_4_3;FALSE;0
board_43;tile_4_4;FALSE;0
board_44;tile_0_0;FALSE;0
board_44;tile_0_1;FALSE;0
board_44;tile_0_2;FALSE;1
board_44;tile_0_3;FALSE;0
board_44;tile_0_4;FALSE;1
board_44;tile_1_0;FALSE;2
board_44;tile_1_1;FALSE;0
board_44;tile_1_2;FALSE;0
board_44;tile_1_3;FALSE;0
board_44;tile_1_4;FALSE;0
board_44;tile_2_0;FALSE;0
board_44;tile_2_1;FALSE;1
board_44;tile_2_2;FALSE;0
board_44;tile_2_3;FALSE;0
board_44;tile_2_4;FALSE;0
board_44;tile_3_0;FALSE;2
board_44;tile_3_1;FALSE;0
board_44;tile_3_2;FALSE;0
board_44;tile_3_3;FALSE;1
board_44;tile_3_4;FALSE;0
board_44;tile_4_0;FALSE;3
board_44;tile_4_1;FALSE;0
board_44;tile_4_2;FALSE;0
board_44;tile_4_3;FALSE;0
board_44;tile_4_4;FALSE;0
board_45;tile_0_0;FALSE;0
board_45;tile_0_1;FALSE;0
board_45;tile_0_2;FALSE;1
board_45;tile_0_3;FALSE;0
board_45;tile_0_4;FALSE;0
board_45;tile_1_0;FALSE;0
board_45;tile_1_1;FALSE;0
board_45;tile_1_2;FALSE;0
board_45;tile_1_3;FALSE;2
board_45;tile_1_4;FALSE;1
board_45;tile_2_0;FALSE;0
board_45;tile_2_1;FALSE;0
board_45;tile_2_2;FALSE;2
board_45;tile_2_3;FALSE;0
board_45;tile_2_4;FALSE;0
board_45;tile_3_0;FALSE;0
board_45;tile_3_1;FALSE;0
board_45;tile_3_2;FALSE;0
board_45;tile_3_3;FALSE;1
board_45;tile_3_4;FALSE;0
board_45;tile_4_0;FALSE;0
board_45;tile_4_1;FALSE;1
board_45;tile_4_2;FALSE;0
board_45;tile_4_3;FALSE;1
board_45;tile_4_4;FALSE;0
board_46;tile_0_0;FALSE;1
board_46;tile_0_1;FALSE;0
board_46;tile_0_2;FALSE;0
board_46;tile_0_3;FALSE;0
board_46;tile_0_4;FALSE;0
board_46;tile_1_0;FALSE;0
board_46;tile_1_1;FALSE;0
board_46;tile_1_2;FALSE;1
board_46;tile_1_3;FALSE;0
board_46;tile_1_4;FALSE;0
board_46;tile_2_0;FALSE;0
board_46;tile_2_1;FALSE;1
board_46;tile_2_2;FALSE;0
board_46;tile_2_3;FALSE;0
board_46;tile_2_4;FALSE;0
board_46;tile_3_0;FALSE;0
board_46;tile_3_1;FALSE;1
board_46;tile_3_2;FALSE;0
board_46;tile_3_3;FALSE;1
board_46;tile_3_4;FALSE;2
board_46;tile_4_0;FALSE;0
board_46;tile_4_1;FALSE;0
board_46;tile_4_2;FALSE;0
board_46;tile_4_3;FALSE;1
board_46;tile_4_4;FALSE;0
board_47;tile_0_0;FALSE;1
board_47;tile_0_1;FALSE;0
board_47;tile_0_2;FALSE;0
board_47;tile_0_3;FALSE;1
board_47;tile_0_4;FALSE;1
board_47;tile_1_0;FALSE;0
board_47;tile_1_1;FALSE;0
board_47;tile_1_2;FALSE;0
board_47;tile_1_3;FALSE;1
board_47;tile_1_4;FALSE;0
board_47;tile_2_0;FALSE;0
board_47;tile_2_1;FALSE;1
board_47;tile_2_2;FALSE;0
board_47;tile_2_3;FALSE;0
board_47;tile_2_4;FALSE;1
board_47;tile_3_0;FALSE;2
board_47;tile_3_1;FALSE;0
board_47;tile_3_2;FALSE;1
board_47;tile_3_3;FALSE;0
board_47;tile_3_4;FALSE;0
board_47;tile_4_0;FALSE;0
board_47;tile_4_1;FALSE;2
board_47;tile_4_2;FALSE;0
board_47;tile_4_3;FALSE;0
board_47;tile_4_4;FALSE;0
board_48;tile_0_0;FALSE;0
board_48;tile_0_1;FALSE;2
board_48;tile_0_2;FALSE;0
board_48;tile_0_3;FALSE;0
board_48;tile_0_4;FALSE;0
board_48;tile_1_0;FALSE;1
board_48;tile_1_1;FALSE;0
board_48;tile_1_2;FALSE;0
board_48;tile_1_3;FALSE;0
board_48;tile_1_4;FALSE;1
board_48;tile_2_0;FALSE;1
board_48;tile_2_1;FALSE;0
board_48;tile_2_2;FALSE;0
board_48;tile_2_3;FALSE;0
board_48;tile_2_4;FALSE;1
board_48;tile_3_0;FALSE;0
board_48;tile_3_1;FALSE;1
board_48;tile_3_2;FALSE;2
board_48;tile_3_3;FALSE;0
board_48;tile_3_4;FALSE;0
board_48;tile_4_0;FALSE;0
board_48;tile_4_1;FALSE;0
board_48;tile_4_2;FALSE;0
board_48;tile_4_3;FALSE;1
board_48;tile_4_4;FALSE;0
board_49;tile_0_0;TRUE;0
board_49;tile_0_1;TRUE;0
board_49;tile_0_2;TRUE;1
board_49;tile_0_3;TRUE;0
board_49;tile_0_4;TRUE;0
board_49;tile_1_0;TRUE;0
board_49;tile_1_1;TRUE;0
board_49;tile_1_2;TRUE;3
board_49;tile_1_3;TRUE;0
board_49;tile_1_4;TRUE;0
board_49;tile_2_0;TRUE;1
board_49;tile_2_1;TRUE;0
board_49;tile_2_2;TRUE;0
board_49;tile_2_3;TRUE;0
board_49;tile_2_4;TRUE;0
board_49;tile_3_0;TRUE;2
board_49;tile_3_1;TRUE;0
board_49;tile_3_2;TRUE;0
board_49;tile_3_3;TRUE;1
board_49;tile_3_4;TRUE;1
board_49;tile_4_0;TRUE;0
board_49;tile_4_1;TRUE;0
board_49;tile_4_2;TRUE;1
board_49;tile_4_3;TRUE;0
board_49;tile_4_4;TRUE;0
board_50;tile_0_0;FALSE;0
board_50;tile_0_1;FALSE;0
board_50;tile_0_2;FALSE;1
board_50;tile_0_3;FALSE;0
board_50;tile_0_4;FALSE;0
board_50;tile_1_0;FALSE;0
board_50;tile_1_1;FALSE;1
board_50;tile_1_2;FALSE;0
board_50;tile_1_3;FALSE;1
board_50;tile_1_4;FALSE;0
board_50;tile_2_0;FALSE;0
board_50;tile_2_1;FALSE;0
board_50;tile_2_2;FALSE;0
board_50;tile_2_3;FALSE;0
board_50;tile_2_4;FALSE;0
board_50;tile_3_0;FALSE;0
board_50;tile_3_1;FALSE;1
board_50;tile_3_2;FALSE;0
board_50;tile_3_3;FALSE;1
board_50;tile_3_4;FALSE;0
board_50;tile_4_0;FALSE;0
board_50;tile_4_1;FALSE;0
board_50;tile_4_2;FALSE;0
board_50;tile_4_3;FALSE;0
board_50;tile_4_4;FALSE;2
board_51;tile_0_0;FALSE;1
board_51;tile_0_1;FALSE;0
board_51;tile_0_2;FALSE;1
board_51;tile_0_3;FALSE;1
board_51;tile_0_4;FALSE;0
board_51;tile_1_0;FALSE;0
board_51;tile_1_1;FALSE;1
board_51;tile_1_2;FALSE;0
board_51;tile_1_3;FALSE;2
board_51;tile_1_4;FALSE;0
board_51;tile_2_0;FALSE;0
board_51;tile_2_1;FALSE;0
board_51;tile_2_2;FALSE;0
board_51;tile_2_3;FALSE;0
board_51;tile_2_4;FALSE;1
board_51;tile_3_0;FALSE;0
board_51;tile_3_1;FALSE;2
board_51;tile_3_2;FALSE;0
board_51;tile_3_3;FALSE;0
board_51;tile_3_4;FALSE;0
board_51;tile_4_0;FALSE;1
board_51;tile_4_1;FALSE;0
board_51;tile_4_2;FALSE;2
board_51;tile_4_3;FALSE;0
board_51;tile_4_4;FALSE;0
board_52;tile_0_0;FALSE;0
board_52;tile_0_1;FALSE;2
board_52;tile_0_2;FALSE;0
board_52;tile_0_3;FALSE;0
board_52;tile_0_4;FALSE;0
board_52;tile_1_0;FALSE;1
board_52;tile_1_1;FALSE;0
board_52;tile_1_2;FALSE;0
board_52;tile_1_3;FALSE;0
board_52;tile_1_4;FALSE;1
board_52;tile_2_0;FALSE;1
board_52;tile_2_1;FALSE;0
board_52;tile_2_2;FALSE;0
board_52;tile_2_3;FALSE;0
board_52;tile_2_4;FALSE;1
board_52;tile_3_0;FALSE;0
board_52;tile_3_1;FALSE;1
board_52;tile_3_2;FALSE;2
board_52;tile_3_3;FALSE;0
board_52;tile_3_4;FALSE;0
board_52;tile_4_0;FALSE;0
board_52;tile_4_1;FALSE;0
board_52;tile_4_2;FALSE;0
board_52;tile_4_3;FALSE;1
board_52;tile_4_4;FALSE;0
board_53;tile_0_0;TRUE;0
board_53;tile_0_1;TRUE;0
board_53;tile_0_2;TRUE;1
board_53;tile_0_3;TRUE;0
board_53;tile_0_4;TRUE;0
board_53;tile_1_0;TRUE;0
board_53;tile_1_1;TRUE;0
board_53;tile_1_2;TRUE;3
board_53;tile_1_3;TRUE;0
board_53;tile_1_4;TRUE;0
board_53;tile_2_0;TRUE;1
board_53;tile_2_1;TRUE;0
board_53;tile_2_2;TRUE;0
board_53;tile_2_3;TRUE;0
board_53;tile_2_4;TRUE;0
board_53;tile_3_0;TRUE;2
board_53;tile_3_1;TRUE;0
board_53;tile_3_2;TRUE;0
board_53;tile_3_3;TRUE;1
board_53;tile_3_4;TRUE;1
board_53;tile_4_0;TRUE;0
board_53;tile_4_1;TRUE;0
board_53;tile_4_2;TRUE;1
board_53;tile_4_3;TRUE;0
board_53;tile_4_4;TRUE;0
board_54;tile_0_0;FALSE;0
board_54;tile_0_1;FALSE;0
board_54;tile_0_2;FALSE;1
board_54;tile_0_3;FALSE;0
board_54;tile_0_4;FALSE;0
board_54;tile_1_0;FALSE;0
board_54;tile_1_1;FALSE;1
board_54;tile_1_2;FALSE;0
board_54;tile_1_3;FALSE;1
board_54;tile_1_4;FALSE;0
board_54;tile_2_0;FALSE;0
board_54;tile_2_1;FALSE;0
board_54;tile_2_2;FALSE;0
board_54;tile_2_3;FALSE;0
board_54;tile_2_4;FALSE;0
board_54;tile_3_0;FALSE;0
board_54;tile_3_1;FALSE;1
board_54;tile_3_2;FALSE;0
board_54;tile_3_3;FALSE;1
board_54;tile_3_4;FALSE;0
board_54;tile_4_0;FALSE;0
board_54;tile_4_1;FALSE;0
board_54;tile_4_2;FALSE;0
board_54;tile_4_3;FALSE;0
board_54;tile_4_4;FALSE;2
board_55;tile_0_0;FALSE;1
board_55;tile_0_1;FALSE;0
board_55;tile_0_2;FALSE;1
board_55;tile_0_3;FALSE;1
board_55;tile_0_4;FALSE;0
board_55;tile_1_0;FALSE;0
board_55;tile_1_1;FALSE;1
board_55;tile_1_2;FALSE;0
board_55;tile_1_3;FALSE;2
board_55;tile_1_4;FALSE;0
board_55;tile_2_0;FALSE;0
board_55;tile_2_1;FALSE;0
board_55;tile_2_2;FALSE;0
board_55;tile_2_3;FALSE;0
board_55;tile_2_4;FALSE;1
board_55;tile_3_0;FALSE;0
board_55;tile_3_1;FALSE;2
board_55;tile_3_2;FALSE;0
board_55;tile_3_3;FALSE;0
board_55;tile_3_4;FALSE;0
board_55;tile_4_0;FALSE;1
board_55;tile_4_1;FALSE;0
board_55;tile_4_2;FALSE;2
board_55;tile_4_3;FALSE;0
board_55;tile_4_4;FALSE;0
board_56;tile_0_0;FALSE;2
board_56;tile_0_1;FALSE;0
board_56;tile_0_2;FALSE;1
board_56;tile_0_3;FALSE;0
board_56;tile_0_4;FALSE;0
board_56;tile_1_0;FALSE;0
board_56;tile_1_1;FALSE;0
board_56;tile_1_2;FALSE;1
board_56;tile_1_3;FALSE;0
board_56;tile_1_4;FALSE;0
board_56;tile_2_0;FALSE;0
board_56;tile_2_1;FALSE;0
board_56;tile_2_2;FALSE;2
board_56;tile_2_3;FALSE;0
board_56;tile_2_4;FALSE;1
board_56;tile_3_0;FALSE;2
board_56;tile_3_1;FALSE;0
board_56;tile_3_2;FALSE;0
board_56;tile_3_3;FALSE;1
board_56;tile_3_4;FALSE;0
board_56;tile_4_0;FALSE;0
board_56;tile_4_1;FALSE;0
board_56;tile_4_2;FALSE;0
board_56;tile_4_3;FALSE;0
board_56;tile_4_4;FALSE;1
board_57;tile_0_0;FALSE;0
board_57;tile_0_1;FALSE;1
board_57;tile_0_2;FALSE;0
board_57;tile_0_3;FALSE;0
board_57;tile_0_4;FALSE;0
board_57;tile_1_0;FALSE;0
board_57;tile_1_1;FALSE;0
board_57;tile_1_2;FALSE;2
board_57;tile_1_3;FALSE;0
board_57;tile_1_4;FALSE;0
board_57;tile_2_0;FALSE;0
board_57;tile_2_1;FALSE;0
board_57;tile_2_2;FALSE;0
board_57;tile_2_3;FALSE;1
board_57;tile_2_4;FALSE;0
board_57;tile_3_0;FALSE;0
board_57;tile_3_1;FALSE;1
board_57;tile_3_2;FALSE;0
board_57;tile_3_3;FALSE;0
board_57;tile_3_4;FALSE;1
board_57;tile_4_0;FALSE;0
board_57;tile_4_1;FALSE;2
board_57;tile_4_2;FALSE;2
board_57;tile_4_3;FALSE;0
board_57;tile_4_4;FALSE;0
board_58;tile_0_0;FALSE;0
board_58;tile_0_1;FALSE;0
board_58;tile_0_2;FALSE;1
board_58;tile_0_3;FALSE;0
board_58;tile_0_4;FALSE;0
board_58;tile_1_0;FALSE;1
board_58;tile_1_1;FALSE;2
board_58;tile_1_2;FALSE;0
board_58;tile_1_3;FALSE;0
board_58;tile_1_4;FALSE;1
board_58;tile_2_0;FALSE;0
board_58;tile_2_1;FALSE;1
board_58;tile_2_2;FALSE;0
board_58;tile_2_3;FALSE;0
board_58;tile_2_4;FALSE;0
board_58;tile_3_0;FALSE;0
board_58;tile_3_1;FALSE;0
board_58;tile_3_2;FALSE;0
board_58;tile_3_3;FALSE;0
board_58;tile_3_4;FALSE;1
board_58;tile_4_0;FALSE;1
board_58;tile_4_1;FALSE;1
board_58;tile_4_2;FALSE;0
board_58;tile_4_3;FALSE;0
board_58;tile_4_4;FALSE;0
board_59;tile_0_0;FALSE;3
board_59;tile_0_1;FALSE;0
board_59;tile_0_2;FALSE;0
board_59;tile_0_3;FALSE;0
board_59;tile_0_4;FALSE;0
board_59;tile_1_0;FALSE;1
board_59;tile_1_1;FALSE;0
board_59;tile_1_2;FALSE;1
board_59;tile_1_3;FALSE;0
board_59;tile_1_4;FALSE;1
board_59;tile_2_0;FALSE;0
board_59;tile_2_1;FALSE;0
board_59;tile_2_2;FALSE;0
board_59;tile_2_3;FALSE;1
board_59;tile_2_4;FALSE;0
board_59;tile_3_0;FALSE;0
board_59;tile_3_1;FALSE;0
board_59;tile_3_2;FALSE;1
board_59;tile_3_3;FALSE;0
board_59;tile_3_4;FALSE;0
board_59;tile_4_0;FALSE;0
board_59;tile_4_1;FALSE;0
board_59;tile_4_2;FALSE;0
board_59;tile_4_3;FALSE;0
board_59;tile_4_4;FALSE;1
board_60;tile_0_0;FALSE;2
board_60;tile_0_1;FALSE;0
board_60;tile_0_2;FALSE;1
board_60;tile_0_3;FALSE;0
board_60;tile_0_4;FALSE;0
board_60;tile_1_0;FALSE;0
board_60;tile_1_1;FALSE;0
board_60;tile_1_2;FALSE;1
board_60;tile_1_3;FALSE;0
board_60;tile_1_4;FALSE;0
board_60;tile_2_0;FALSE;0
board_60;tile_2_1;FALSE;0
board_60;tile_2_2;FALSE;2
board_60;tile_2_3;FALSE;0
board_60;tile_2_4;FALSE;1
board_60;tile_3_0;FALSE;2
board_60;tile_3_1;FALSE;0
board_60;tile_3_2;FALSE;0
board_60;tile_3_3;FALSE;1
board_60;tile_3_4;FALSE;0
board_60;tile_4_0;FALSE;0
board_60;tile_4_1;FALSE;0
board_60;tile_4_2;FALSE;0
board_60;tile_4_3;FALSE;0
board_60;tile_4_4;FALSE;1
board_61;tile_0_0;FALSE;0
board_61;tile_0_1;FALSE;1
board_61;tile_0_2;FALSE;0
board_61;tile_0_3;FALSE;0
board_61;tile_0_4;FALSE;0
board_61;tile_1_0;FALSE;0
board_61;tile_1_1;FALSE;0
board_61;tile_1_2;FALSE;2
board_61;tile_1_3;FALSE;0
board_61;tile_1_4;FALSE;0
board_61;tile_2_0;FALSE;0
board_61;tile_2_1;FALSE;0
board_61;tile_2_2;FALSE;0
board_61;tile_2_3;FALSE;1
board_61;tile_2_4;FALSE;0
board_61;tile_3_0;FALSE;0
board_61;tile_3_1;FALSE;1
board_61;tile_3_2;FALSE;0
board_61;tile_3_3;FALSE;0
board_61;tile_3_4;FALSE;1
board_61;tile_4_0;FALSE;0
board_61;tile_4_1;FALSE;2
board_61;tile_4_2;FALSE;2
board_61;tile_4_3;FALSE;0
board_61;tile_4_4;FALSE;0
board_62;tile_0_0;FALSE;0
board_62;tile_0_1;FALSE;0
board_62;tile_0_2;FALSE;1
board_62;tile_0_3;FALSE;0
board_62;tile_0_4;FALSE;0
board_62;tile_1_0;FALSE;1
board_62;tile_1_1;FALSE;2
board_62;tile_1_2;FALSE;0
board_62;tile_1_3;FALSE;0
board_62;tile_1_4;FALSE;1
board_62;tile_2_0;FALSE;0
board_62;tile_2_1;FALSE;1
board_62;tile_2_2;FALSE;0
board_62;tile_2_3;FALSE;0
board_62;tile_2_4;FALSE;0
board_62;tile_3_0;FALSE;0
board_62;tile_3_1;FALSE;0
board_62;tile_3_2;FALSE;0
board_62;tile_3_3;FALSE;0
board_62;tile_3_4;FALSE;1
board_62;tile_4_0;FALSE;1
board_62;tile_4_1;FALSE;1
board_62;tile_4_2;FALSE;0
board_62;tile_4_3;FALSE;0
board_62;tile_4_4;FALSE;0
board_63;tile_0_0;FALSE;3
